page_num,entry_id,registration_date_and_plan_ref,property_description,date_of_lease_and_term,lessees_title,notes
45,39,09.04.2008,Second Floor Flat 171,05.03.2008 189 years from 24.6.1977,NGL895854,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,40,26.09.2008,Seventh Floor Flat 105,26.08.2008 189 years from 24.6.1977,NGL899904,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,41,03.10.2008,Sixth Floor Flat 122,15.09.2008 189 years from 24.6.1977,NGL900034,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,42,03.04.2009,Second Floor Flat 177,04.03.2009 189 years from 24.6.1977,NGL903529,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,43,04.06.2009,Second Floor Flat 174,12.05.2009 189 years from 24.6.1977,NGL904594,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,44,04.06.2009,Ninth Floor Flat 84,12.05.2009 189 years from 24.6.1977,NGL904597,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,45,04.06.2009,Ninth Floor Flat 87,12.05.2009 189 years from 24.6.1977,NGL904601,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,46,04.06.2009,First Floor Flat 193,12.05.2009 189 years from 24.6.1977,NGL904604,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,47,04.06.2009,Fifth Floor Flat 129,12.05.2009 189 years from 24.6.1977,NGL904610,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,48,04.06.2009,First Floor Flat 191,12.05.2009 189 years from 24.6.1977,NGL904612,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,49,04.06.2009,Eighth Floor Flat 92,12.05.2009 189 years from 24.6.1977,NGL904616,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,50,04.06.2009,Fifth Floor Flat 125,12.05.2009 189 years from 24.6.1977,NGL904618,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,51,05.06.2009,Sixth Floor Flat 112,12.05.2009 189 years from 24.6.1977,NGL904630,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,52,16.06.2009,Second Floor Flat 170,04.06.2009 189 years from 24.6.1977,NGL904817,"['NOTE: The lease was made under the provisions of section 56 or 93 (4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,53,17.06.2009,Sixth Floor Flat 115,09.06.2009 189 years from 24.6.1977,NGL904848,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,54,14.09.2010,Fifth Floor Flat 137,27.08.2010 189 years from 24.6.1977,NGL913085,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,55,26.08.2011,Seventh floor flat 97,25.07.2011 189 years from 24.6.1977,NGL920630,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,56,23.02.2012,Eighth Floor Flat 90,17.02.2012 189 years from 24.6.1977,NGL924301,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,57,12.07.2012,First Floor Flat 182,04.07.2012 125 years from 20/9/2002,NGL927483,
45,58,21.09.2012,Sixth Floor Flat 110,29.08.2012 189 years from 24.6.1977,NGL929158,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,59,29.10.2012,Eighth Floor Flat 93,04.10.2012 189 years from 24/06/1977,NGL929887,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,60,12.12.2012,Third Floor Flat 154,04.12.2012 189 years from 24.6.1977,NGL930895,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,61,30.01.2013,Third Floor FLat 156,24.01.2013 189 years from 24.6.1977,NGL931863,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,62,17.05.2013,Seventh Floor Flat 102,26.04.2013 189 years from 24.6.1977,NGL934381,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,63,03.06.2013,Ground Floor Flat 198,14.05.2013 189 years from 24.6.1977,NGL934703,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,64,18.10.2013,Ground Floor Flat 205,12.09.2013 189 years from 24.6.1977,NGL937953,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,65,30.12.2013,Seventh Floor Flat 99,20.12.2013 189 years from 24.6.1977,NGL939502,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,66,22.04.2014,Sixth Floor Flat 111,10.04.2014 189 years from 24.6.1977,NGL941887,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,67,08.05.2014,Second Floor Flat 175,01.05.2014 189 years from 24.06.1977,NGL942294,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,68,22.08.2014,Ground Floor Flat 197,12.08.2014 189 years from 24.6.1977,NGL944951,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
45,69,29.08.2014,Ground  Floor Flat 185,14.08.2014 189 years from 24.6.1977,NGL945044,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of  the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,70,20.10.2014,Flat 160 Grove Hall Court (Third Floor),15.10.2014 189 years from 24.6.1977,NGL946351,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,71,14.11.2014,Flat 126 Grove Hall Court (Fifth Floor),14.10.2014 189 years from 24.6.1977,NGL947105,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,72,14.01.2015,Flat 199 Grove Hall Court (Ground Floor Flat),12.01.2015 189 years from 24.6.1977,NGL948296,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban development Act 1993.']"
45,73,02.04.2015,Flat 124 Grove Hall Court (Fifth Floor) 29.9.202,20.03.2015 125 years from,NGL950206,
45,74,23.04.2015,Flat 183 Grove Hall Court (First Floor),13.04.2015 189 years from 24.6.1977,NGL950630,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,75,01.05.2015,Flat 146 Grove Hall Court (Fourth Floor),23.04.2015 189 years from 24.6.1977,NGL950869,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
45,76,24.09.2015,Flat 155 Grove Hall Court (Third Floor),06.05.2015 189 years from 24.6.1977,NGL954253,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,77,03.12.2015,Flat 189 Grove Hall Court (First Floor),24.11.2015 189 years from 24.6.1977,NGL955950,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
45,78,05.02.2016,Flat 108 Grove Hall Court (Seventh Floor),23.12.2015 189 years from 24.6.1977,NGL957497,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
45,79,29.03.2016,Flat 116 Grove Hall Court (Sixth Floor),09.03.2016 189 years from 24.6.1977,NGL958690,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,80,11.08.2016,Flat 130 Grove Hall Court (Fifth Floor),13.07.2016 189 years from 24.6.1977,NGL962438,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,81,11.08.2016,Flat 95 Grove Hall Court (Eighth Floor),13.07.2016 189 years from 24.6.1977,NGL962439,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,82,17.08.2016,Flat 113 Grove Hall Court (Sixth Floor),13.07.2016 189 years from 24.6.1977,NGL962586,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,83,17.08.2016,127 Grove Hall Court (Fifth Floor),13.07.2016 189 years from 24.6.1977,NGL962588,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,84,17.08.2016,141 Grove Hall Court (Fourth Floor),13.07.2016 189 years from 24.6.1977,NGL962591,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,85,13.12.2016,100 Grove Hall Court (Seventh Floor),08.12.2016 189 years from 24.6.1977,NGL965522,"['NOTE 1: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.', 'NOTE 2: See entry in the Charges Register relating to a Deed of Variation dated 8 June 2017.']"
45,86,06.06.2017,Flat 192 Grove Hall Court (First floor),25.05.2017 189 years from 24.06.1977,NGL970426,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,87,03.07.2017,First Floor Flat 187,15.06.2017 189 years from 24.06.1977,NGL551012,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, housing and Urban Development Act 1993.']"
45,88,06.07.2017,Fifth Floor Flat 134,03.07.2017 189 years from 24.6.1977,NGL971047,
45,89,17.08.2017,Flat 128 Grove Hall Court (Fifth Floor),09.08.2017 189 years from 24.6.1977,NGL972165,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,90,27.03.2018,Flat 96 Grove Hall Court (seventh floor),15.03.2018 189 years from 24.6.1977,NGL978173,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,91,09.05.2018,Second Floor Flat 173,19.04.2018 189 years from and including 24 June 1977,NGL979204,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
45,92,24.05.2018,Flat 82 (Ninth Floor),18.05.2018 189 years from 24 June 1977,NGL979583,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
45,93,26.06.2018,Flat 119 (Sixth floor),18.06.2018 189 years from and including 24 June 1977,NGL980256,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
46,1,2,4 Grotto Passage,20.02.1937 Agreement for Lease for 21 years (determinable) from 6.7.1939,,
46,2,3,Industrial Dwellings Grotto Place,14.10.1895 99 years from 6.4.1889,,
46,3,"4, 5 and 6 Buildings and Ashland Place","Industrial Dwellings Grotto Passage, Ossington",14.10.1895 99 years from 11.10.1886,,
46,4,8,14 Ossington Buildings,20.11.1952 35 years from 6.7.1951,,
46,5,9,2 and 4 Moxon Street,20.11.1905 74 1/4 years from 6.4.1903,105191,
46,6,11,"16, 18 and 20 Moxon Street",23.12.1909 80 years from 6.4.1909,144131,
46,7,13,8 Garbutt Place,30.12.1882 80 years from 6.1.1881,24826,
46,8,14,9 Garbutt Place,07.08.1903 Agreement for Lease for 82 1/4 years from 6.7.1903,,
46,9,15,10 and 11 Garbutt Place,03.07.1893 80 years from 6.4.1891,,
46,10,16,2a Ashland Place,18.02.1930 Agreement for Lease for 80 years from 6.7.1930,,
46,11,24.11.2003 1 (part of),6 and 7 Garbutt Place (excluding the airspace above the existing height of the roof),11.09.2003 from 25.12.2002 to 28.9.2028 (determinable),NGL827560,"['NOTE 1: Lease comprises also other land', 'NOTE 2: See entry in the charges register relating to the deed of variation dated 29 July 2016']"
46,12,02.01.2004 1 (part of) : 17,59 and 60 Paddington Street,28.11.2003 From 30.3.2004 to 30.8.2028,NGL828849,['NOTE: see entry in the charges register relating to the deed of variation dated 29 July 2016']
46,13,22.03.2011 1 (part of),"Ground Floor and Basement, 83 Marylebone High Street.",17.12.2010 15 years from 29.09.2009,NGL917049,['NOTE: Lease comprises also other land.']
46,14,09.03.2013 5 and 12 (part of),"Ashland House, 20 Moxon Street (ground floor and basement)",07.12.2012 15 years from and including 07.12. 2012 to and including 06.12.2027,NGL931338,
46,15,31.08.2016 1 (part of); 17,59-60 Paddington Street,29.07.2016 10 years from 31.8.2028,NGL962867,"['NOTE 1: This is a reversionary lease', 'NOTE 2: see entry in the charges register relating to the deed of variation dated 29 July 2016']"
46,16,31.08.2016 1 (part of),6-7 Garbutt Place (The airspace above the existing height of the roof is excluded),29.07.2016 from 29.9.2028 to 30.8.2033,NGL962868,"['NOTE 1: This is a reversionary lease', 'NOTE 2: see entry in the charges register relating to a deed of variation dated 29 July 2016', 'NOTE 3: Lease comprises also other land']"
46,17,22.02.2018 4 (Part of),6 Grotto Passage (excluding the airspace above the existing height of the roof.),02.02.2018 10 years from and including 7 February 2018 to and including 6 February 2028,NGL977315,
47,1,31.03.2013 edged and numbered 1 in blue (part of),"Iceland Foods Limited, 258 Heathway",15.01.2010 35 years from 23/11/1987 and expiring on 22/11/2022,TGL396545,
47,2,tinted pink,Telephone Exchange,17.02.1955 80 years from 24.06.1953,,['NOTE: The said Lease grants a right of way over part of the land in the title']
48,1,27.04.2010,7 St James's Place,07.04.2010 10 years from 7.4.2010,NGL910338,
49,1,27.05.2014 Edged in blue,Unit 1 Ravens Way,19.05.2014 10 years from and including 19/05/2014 ending on and including 18/05/2024,NN324102,
50,1,19.02.1992 8,Sub-station on the west side of Greg Street,08.01.1992 60 years from 8.1.1992 granted by this Lease.,GM595170,"['NOTE 1: See Entry in the Charges Register relating to the rights', 'NOTE 2: The Lease contains an option to determine as therein mentioned']"
50,2,06.02.2015 1 (part of),Land on the west side of Greg Street,02.02.2015 from 02.02.2015 to 01.02.2015,MAN242380,
51,1,Edged and numbered 1 in blue,An Electricity Sub-Station Site,26.08.1952 60 years from 25.3.1951,,
51,2,Edged and numbered 2 in blue,An Electricity Sub-Station Site,26.08.1952 60 years from 25.3.1951,,
51,3,Edged and numbered 4 in blue (part of),Parts of The Royal Free Hospital,13.03.1989 99 years from 11.11.1974,NGL636352,
51,4,Edged and numbered 3 in blue,Gas Governor and Connecting Main,24.02.1987 60 years from 1.9.1985,NGL587236,
51,5,24.02.1992 Edged and numbered 4 in blue (part of),The School of Nursing (Part of First and Second Floors),01.04.1991 25 years from 1.4.1991,NGL681830,
51,6,26.06.1996 Edged and numbered 6 in blue (part of),"Part of ground floor of Anne Bryan's House, Fleet Road",30.05.1996 30 years expiring on 29.5.2026,NGL739125,['NOTE: The lease grants the right to park 8 motor vehicles within the parking spaces edged and numbered 1 and 2 in yellow on the filed plan']
51,7,30.08.2002 Edged and numbered 4 in blue (part of),Part of the Second Floor of the Royal Free Hospital,08.05.2002 25 years from 1.4.2001,NGL812818,
51,8,27.02.2003 Edged and numbered 7 in blue (part of),"Part of Second Floor,The Cancerkin Centre",23.01.2003 99 years from 4.7.1994,NGL819024,
51,9,22.10.2003 Edged and numbered 8 in blue (part of),"Part of First Floor, Clinical Oncology Unit",30.09.2003 35 years from 1.4.2001,NGL826737,
51,10,30.01.2004 Edged and numbered 9 in blue,Nurses Tower,22.12.2003 99 years from 22.12.2003,NGL830022,
51,11,02.04.2008,Equipment cubicle at roof level,18.05.2007 10 years from 15.10.2003,,
51,12,23.05.2012 Edged and numbered 4 in blue (part of),The Convenience Store (Ground Floor),17.05.2012 Commencing on 17.5.2012 and expiring on 9.12.2020,NGL926435,
51,13,13.07.2012 Edged and numbered 4 in blue (part of),Pharmacy,(Ground Floor) Commencing on 21.5.2012 and expiring on 27.5.2015,21.05.2012,
51,14,07.08.2012 Edged and numbered 6 in blue,Anne Bryan's House,13.07.2012 99 years plus 1 day commencing on 1.7.2005,NGL928034,
51,15,07.08.2012 Edged and numbered 10 and 11 in blue,Coppetts Wood House,13.07.2012 99 years and 1 day commencing on 1.7.2005,NGL928035,
51,16,10.06.2013 Edged and numbered 4 in blue (part of),Cell 5359 at roof level,15.04.2013 From 01/12/2001 until 30/11/2021,NGL934859,"['NOTE 1: See entry in the charges register relating to a deed of variation dated 25 August 2015.', 'NOTE 2: See entry in the Charges register relating to a Deed of Variation dated 18 April 2019.']"
51,17,24.12.2013 Tinted yellow,Transformer Chamber (basement),12.12.2013 99 years from 12.12.2013,NGL939469,"[""NOTE: See entry in the Charges Register relating to the landlord's restrictive covenants and rights granted by this lease.""]"
51,18,21.09.2018 Edged and numbered 5 in blue,Electricity Substation,18.09.2018 99 years from 18 September 2018,NGL982162,['NOTE: See entry in the Charges Register relating to landlords restrictive covenants and the rights granted by this lease.']
52,1,10.06.2002,"First, Second, Third and Fourth Floors, parts of basement and ground floors and roof patio areas",01.04.2002 100 years and 5 days from 29.9.1999,BGL41401,
52,2,08.05.2006,"ground floor shop and basement, 10 Hornton Street",09.03.2006 from 9.3.2006 to 28.6.2009,,['NOTE: The grant and reservation of rights has not been completed by registration in accordance with section 27 of the Land Registration Act 2002 and so does not operate at law']
52,3,08.05.2006,"ground floor shop and basement, 10 Hornton Street",09.03.2006 15 years from 24.6.2009,BGL57741,['NOTE: This is a reversionary lease']
52,4,07.08.2013,Ground floor and basement 8 Hornton Street,12.07.2013 15 years from and including 1 December 2012,BGL98769,
52,5,01.06.2016,"Flat 2, Evelyn House (First floor flat)",31.05.2016 From and including 31.05.2016 to and including 28.09.2189,BGL124138,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the leasehold Reform, Housing and Urban Development Act 1993.']"
52,6,15.09.2017,"Flat 3, Evelyn House (second floor flat)",06.09.2017 beginning on and including 15/09/2017 and ending on and including 28/09/2189,BGL135374,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993.']"
52,7,08.02.2018,"Flat 7, Evelyn House (fourth floor)",19.01.2018 A term of years beginning on and including 19/01/2018 and ending on and including 28/09/2189,BGL138968,"['NOTE: This Lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development 1993.']"
52,8,08.02.2018,Flat 8 Evelyn House (Fourth Floor flat),22.01.2018 beginning on and including 22 January 2018 and ending on and including 28 September 2189,BGL138970,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
53,1,31.03.2009,Unit 4 Browells Lane,03.03.2009 10 years from and including 3.3.2009,AGL200128,
54,1,03.05.2011,102 Kensington High Street,11.04.2011 10 years from 29.5.2011,BGL81487,
54,2,11.02.2014,"100 Kensington High Street (basement, ground,first,second and third floors)",22.01.2014 from 22.01.2014 to 28.05.2021,BGL102713,
54,3,27.01.2017,"Ground Floor Premises, 106 Kensington High Street",22.12.2016 commencing on and including 10/1/2014 and ending on and including 25/12/2019,,
55,1,,Sheila Sherlock Centre,10.09.1997 99 years from 1.7.1994,NGL758824,
56,1,15.09.1994 edged and numbered 1 in blue,"Gas Governor lying to the South of St Albans Road, Hemel Hempstead",27.05.1994 50 years from 5 March 1993,HD326257,['NOTE: See entry in the Charges Register relating to the rights granted by this lease']
57,1,03.02.2000,Flat 6 (third floor),01.12.1999 100 years from 29.9.1999,BGL32510,
57,2,14.02.2000,Flat 2 (first floor),10.01.2000 100 years from 29.9.1999,BGL32694,
57,3,17.01.2002,Flat 1 (first floor),01.02.2001 100 years from 29.9.1999,BGL39985,
57,4,10.06.2002,Flat 4 (second floor),31.03.2002 100 years from 29.9.1999,BGL41395,
57,5,10.06.2002,Flat 5 (third floor),31.03.2002 100 years from 29.9.1999,BGL41396,
57,6,15.09.2017,Flat 3 (second floor),06.09.2017 beginning on and including 06/09/2017 and ending on and including 28/09/2189,BGL135374,"['NOTE: This lease was granted under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993 and the provisions of paragraph 10 of Schedule 11 to that Act apply.']"
57,7,08.03.2018,Flat 7 (fourth floor),19.01.2018 A term of years beginning on and including 19/01/2018 and ending on and including 28/09/2189,BGL138968,"['NOTE: This Lease was granted under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993 and the provisions of paragraph 10 of Schedule 11 to that Act apply.']"
57,8,08.02.2018,Flat 8 (Fourth Floor),22.01.2018 beginning on and including 22.1.2018 and ending on and including 28.9.2189,BGL138970,"['NOTE: This lease was granted under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993 and the provisions of paragraph 10 of Schedule 11 to that Act apply']"
58,1,13.05.2009 Edged and numbered 1 in brown,Site A Cobalt Business Park,03.04.2009 125 years less 6 days from 29.3.1996,TY480949,['NOTE: Lease comprises also other land.']
58,2,27.04.2011 Edged and numbered 3 in brown,DC2 Cobalt Business Park,01.04.2011 125 years less 6 days from 29.3.1996,TY496238,
58,3,19.07.2011 edged and numbered 5 in brown,"Plot 30, Cobalt Business Park",01.04.2011 125 years (less 6 days) from 29.3.1996,TY497476,
58,4,29.03.2012 edged and numbered 4 in brown,DC3 Cobalt Business Park,04.04.2011 as therein mentioned,TY502005,['NOTE: The lease comprises also other land']
58,5,01.05.2015 Edged and nod 6 in brown from 29.3.1996,"Aston Martin, Cobalt Park Way",13.04.2015 125 years (less 6 days),TY527284,
59,1,,98 Kensington High Street,29.03.1973 99 years (less 3 days) from 14/05/1952,NGL224837,['NOTE: See entry in the Charges Register relating to a Deed of Variation dated 6 April 1998']
60,1,13.08.2015 Edged and numbered 1 in blue,"Unit 3, Ravens Way, Crow Lane Industrial Estate",03.08.2015 10 years from 22.11.2015,NN333621,['NOTE: The lease comprises also other land']
61,1,25.11.2008,Lift lobby area (sixth floor),16.09.2008 From 24.06.2011 ending on 23.06.2016,BGL69773,
61,2,17.01.2005,Electricity substation (basement),18.04.1983 From 01.07.1978 to 30.09.2024,BGL52176,
61,3,13.10.1993,"Basement, ground, first and second floors and part of third, fourth fifth and roof 113 to 121 (odd)",30.03.1979 97 years from 01.04.1979,NGL349011,['NOTE: See entries in the Charges Register relating to Deeds of Variation dated 17 May 2001 and 20 April 2010.']
61,4,08.08.2011,"Third and Fourth Floor Premises, 99-121 Kensington High Street",08.11.2007 15 years beginning on and including 31.8.2007,BGL83111,"['NOTE 1: This lease grants the exclusive use of the car parking spaces edged and numbered 1, 2 and 3 in blue on the title plan and certain ducts.', 'NOTE 2: See entry in the Charges Register relating to a Deed of Variation dated 22 August 2017']"
61,5,18.07.2012,Fifth and sixth floor (part of),19.06.2012 25 years beginning on and including 25 March 2012,BGL90971,['NOTE: See entry in the Charges Register relating to a Deed of Variation dated 28 February 2017']
61,6,29.01.2014,part of Fifth Floor,24.12.2013 10 years from 24/12/2013,BGL102454,['NOTE: This lease grants the exclusive use of the car parking spaces edged and numbered 4 in blue on the title plan.']
61,7,20.01.2017 Edged and numbered 5 in blue (part of),"Unit 2 Basement, Ground, First and Second Floors, 99-121 Kensington High Street",03.04.2001 20 years from 24.6.2000,,"['NOTE 1: Copy  lease filed.', 'NOTE 2: The lease dated 3 April 2001 referred to above has been determined as to part of the first floor as mentioned in the Deed of the ""First Space"" dated 20 December 2016 referred to in the Charges Register.', 'NOTE 3: The lease dated 3 April 2001 referred to above has been determined as to part of the second floor as mentioned in the Deed of the ""Second Space"" dated 20 December 2016 referred to in the Charges Register.', 'NOTE 4: The lease dated 3 April 2001 referred to above has been determined as to part of the second floor as mentioned in the Deed of the ""Third Space"" dated 30 April 2017 referred to in the Charges Register.']"
61,8,20.01.2017,"Part First Floor, 99-121 Kensington High Street",20.12.2016 From 17.11.2016 to 23.6.2020,,['NOTE: Copy filed']
61,9,06.03.2017 Edged and numbered 5 in blue (part of),Window Spaces (Ground floor),28.02.2017 Beginning on 6.3.2017 ending on 24.3.2037,BGL130766,
61,10,28.04.2017 edged and numbered 5 in blue (part of),"Unit 1, Basement, Ground and First Floors, 99-121 Kensington High Street",31.03.2017 10 years from 31/03/2017 to 30/03/2027,BGL132155,
62,1,11.11.2008,"Part of Block W04, Empire Way",30.09.2008 275 years (less 5 days) from 21.3.2007,AGL194694,
62,2,11.11.2008,"Part of Block W04, Empire Way",22.10.2008 275 years (less 5 days) from 21.3.2007,AGL194695,"['NOTE: By a Deed dated 1 December 2009 made between (1) Quintain Investments (04) Limited and (2) Paddington Churches Housing Association Limited the terms of the Lease dated 22 October 2008 referred to above were rectified.', 'NOTE:  Copy Deed filed under AGL194695.']"
62,4,13.12.2011 Edged and numbered 1 in brown (part of),Car Parking Space 95 Quadrant Court,01.12.2011 From and including 21.3.2007 to and including 7.3.2282,AGL245952,
62,5,13.12.2011,Car parking Space 34 Quadrant Court,30.11.2011 From and including 21.3.2007 to and including 7.3.2282,AGL245953,
62,6,08.02.2012 Edged and Numbered 1 in brown (part of),Car Park Space 38 Quadrant Court,22.12.2011 From and including 21.03.2007 to and including 07.03.2282,AGL249713,
62,7,16.02.2012 Edged and numbered 1 in brown (part of),Car parking space 21 Quadrant Court,09.02.2012 From and including 21.3.2007 to and including 7.3.2282,AGL250147,
62,8,13.03.2013 Edged and numbered 1 in brown (part of),Local Needs Unit Number 1,08.08.2012 125 years commencing on 8.08.2012,AGL279330,
62,9,19.08.2013,"London Designer Outlet Centre (Levels 0, 1 & 2)",09.08.2013 250 years from 9.8.2013,AGL290813,"['NOTE 1: The Lease comprises also other land', 'NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 22 December 2017.']"
62,10,18.10.2013 Edged and numbered 1 in brown (part of),Flats 1-90 Quadrant Court,11.10.2013 11.10.2013 expiring on 7.3.2282,AGL295238,
62,11,25.07.2014 Edged and numbered 1 in brown (Part of),Part of Quadrant Court,06.11.2013 25 years from and including 21.12.2012,AGL297053,
63,1,15.03.2010,"Tesco Express, Local Needs Unit Number 1, Quadrant Court, Wembley Way",12.02.2010 20 years from 18.1.2010 expiring on 17.1.2030,AGL211999,
64,1,17.08.3007,J Sainsburys PLC,11.06.2007 From 25.12.2018 to 10.6.2032,GR309816,"['NOTE 1: The lease comprises also other land', 'NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 28 August 2018']"
64,2,07.02.1994,J Sainsbury PLC,07.01.1994 25 years from 25.12.1993,GR161883,"['NOTE 1: The lease comprises also other land', 'NOTE 2: See entry in the Charges Register relating to a Deed of variation dated 28 August 2018']"
65,1,16.03.2005,10 and 10a Prince of Wales Road,21.02.2005 10 years from 1.2.2005,DT327756,
66,1,tinted blue,land on the south west side of Grange Mill Lane,12.10.1915 999 years from 29.09.1915,SYK572479,['NOTE: The lease also comprises other land']
