page_num,entry_id,registration_date_and_plan_ref,property_description,date_of_lease_and_term,lessees_title,notes
10,42,20.07.2016 42,15 Upton Drive,27.05.2016 999 years from 01.01.2015,SF618077,
10,43,25.07.2016 43,2 Gilliver Close,30.06.2016 999 years from 01.01.2015,SF618169,
10,45,25.07.2016 44,1 Gilliver Close,30.06.2016 999 years from 01.01.2015,SF618171,
10,46,25.07.2016 71,9 Gilliver Close,15.07.2016 999 years from 01.01.2015,SF618172,
10,47,26.07.2016 49,3 Metcalfe Way,15.07.2016 999 years from 01.01.2015,SF618212,
10,48,01.08.2016 50,23 Upton Drive,27.05.2016 999 years from 01.01.2015,SF618376,
10,50,03.08.2016 67,6 Metcalfe Close,27.05.2016 999 years from 01.01.2015,SF618428,
10,51,03.08.2016 64,26 Upton Drive,30.06.2016 999 years from 01.01.2015,SF618437,
10,52,08.08.2016 62,3 Gilliver Close,30.06.2016 999 years from 01.01.2015,SF618537,
10,53,09.08.2016 57,5 Gilliver Close,30.06.2016 999 years from 01.01.2015,SF618553,
10,54,09.08.2016 54,25 Upton Drive,30.06.2016 999 years from 01.01.2015,SF618554,
10,56,15.08.2016 59,6 Gilliver Close,30.06.2016 999 years from 01.01.2015,SF618711,
10,57,23.08.2016 58,7 Gilliver Close,12.08.2016 999 years from 01.01.2015,SF618850,
10,58,26.08.2016 46 (part of) and 47,16 Metcalfe Close and parking spaces,01.04.2016 125 years from 01.01.2015,SF618943,['NOTE: As to the parking spaces only the surface is included in the lease.']
10,59,13.09.2016 55,24 Upton Close,16.08.2016 999 years from 01.01.2015,SF619270,
10,60,13.09.2016 73,16 Upton Drive,26.08.2016 999 years from 01.01.2015,SF619299,
10,61,14.09.2016 74,18 Upton Drive,26.08.2016 999 years from 01.01.2015,SF619317,
10,62,21.09.2016 66,34 Upton Drive,26.08.2016 999 years from 01.01.2015,SF619481,
10,63,27.09.2016 65,22 Upton Drive,19.08.2016 999 years from 01.01.2015,SF619610,
10,64,06.10.2016 75,58 Upton Drive,30.09.2016 999 years from 01.01.2015,SF619891,
10,65,10.10.2016 76,18 Gilliver Close,30.09.2016 999 years from 01.01.2015,SF619986,
10,66,11.10.2016 79,40 Upton Drive,30.09.2016 999 years from 01.01.2015,SF620023,
10,67,12.10.2016 77,42 Upton Drive,30.09.2016 999 years from 01.01.2015,SF620032,
10,68,24.10.2016 68,4 Gilliver Close,20.06.2016 999 years from 01.01.2015,SF620315,
10,69,31.10.2016 78,36 Upton Drive,28.10.2016 999 years from 01.01.2015,SF620501,
10,70,01.11.2016 80,23 Gilliver Close,28.10.2016 999 years from 01.01.2015,SF620523,
10,71,02.11.2016 81,21 Gilliver Close,28.10.2016 999 years from 01.01.2015,SF620555,
10,72,04.11.2016 70,8 Gilliver Close,28.10.2016 999 years from 01.01.2015,SF620634,
10,73,09.11.2016 82,56 Upton Drive,28.10.2016 999 years from 01.01.2015,SF620724,
10,74,09.11.2016 83,52 Upton Drive,28.10.2016 999 years from 01.01.2015,SF620730,
10,75,23.11.2016 84,3 Adkins Close,18.12.2015 999 years from 01.01.2015,SF621110,
10,76,28.11.2016 85,68 Upton Drive,25.11.2016 999 years from 01.01.2015,SF621254,
10,77,29.11.2016 86,20 Gilliver Close,25.11.2016 999 years from 01.01.2015,SF621270,
10,79,30.11.2016 88,38 Upton Drive,25.11.2016 999 years from 01.01.2015,SF621290,
10,80,30.11.2016 72,54 Upton Drive,25.11.2016 999 years from 01.01.2015,SF621311,
10,81,08.12.2016 89,2 Adkins Close,26.02.2016 999 years from 01.01.2015,SF621547,
10,82,19.12.2016 91,70 Upton Drive,25.11.2016 999 years from 01.01.2015,SF621784,
10,83,20.12.2016 92,50 Upton Drive,09.12.2016 999 years from 01.01.2015,SF621834,
10,85,20.01.2017 109,24 Gilliver Close,16.12.2016 999 years from 01.01.2015,SF623499,
10,86,20.01.2017 110,25 Gilliver Close,25.11.2016 999 years from 01.01.2015,SF623501,
10,87,23.01.2017 100,22 Gilliver Close,22.12.2016 999 years from 01.01.2015,SF622649,
10,88,24.01.2017 97,16 Gilliver Close,19.12.2016 999 years from 01.01.2015,SF622663,
10,89,25.01.2017 98,39 Upton Drive,16.12.2016 999 years from 01.01.2015,SF622723,
10,90,25.01.2017 101,64 Upton Drive,16.12.2016 999 years from 01.01.2015,SF622725,
10,91,01.02.2017 102,66 Upton Drive,14.12.2016 999 years from 01.01.2015,SF622927,
10,92,03.03.2017 104,31 Upton Drive,03.02.2017 999 years from 01.01.2015,SF623803,
10,93,06.03.2017 111,44 Upton Drive,28.02.2017 999 years from 01.01.2015,SF623850,
10,94,06.03.2017 95,20 Upton Drive,24.02.2017 999 years from 01.01.2015,SF623860,
10,95,07.03.2017 94,73 Upton Drive,24.02.2017 999 years from 01.01.2015,SF623886,
10,96,13.03.2017 96,11 Metcalfe Close,29.04.2016 999 years from 01.01.2015,SF623998,
10,97,21.03.2017 103,46 Upton Drive,24.02.2017 999 years from 01.01.2015,SF624233,
10,98,28.03.2017 107,30 Upton Drive,24.03.2017 999 years from 01.01.2015,SF624394,
10,99,28.03.2017 106,32 Upton Drive,24.03.2017 999 years from 01.01.2015,SF624400,
10,100,05.04.2017 105,72 Upton Drive,25.11.2016 999 years from 01.01.2015,SF624615,
10,101,05.04.2017 112,19 Gilliver Close,31.03.2017 999 years from 01.01.2015,SF624630,
10,102,11.04.2017 113,35 Upton Drive,07.04.2017 999 years from 01.01.2015,SF624796,
10,104,12.04.2017 108,15 Gilliver Close,30.03.2017 999 years from 01.01.2015,SF624824,
10,105,19.04.2017 115,78 Upton Drive,25.11.2016 999 years from 01.01.2015,SF624916,
10,106,03.05.2017 117,75 Upton Drive,27.04.2017 999 years from 01.01.2015,SF625286,
10,107,03.05.2017 118,69 Upton Drive,28.04.2017 999 years from 01.01.2015,SF625298,
10,108,15.05.2017 119,73 Upton Drive,28.04.2017 999 years from 01.01.2015,SF625633,
10,109,15.05.2017 116,14 Gilliver Close,28.04.2017 999 years from 01.01.2015,SF625659,
10,110,17.05.2017 120,53 Upton Drive,12.05.2017 999 years from 01.01.2015,SF625717,
10,111,26.05.2017 121,55 Upton Drive,12.05.2017 999 years from 01.01.2015,SF625986,
10,112,30.05.2017 122,63 Upton Drive,26.05.2017 999 years from 01.01.2015,SF626049,
10,113,02.06.2017 123,67 Upton Drive,26.05.2017 999 years from 01.01.2010,SF626132,
10,114,06.06.2017 69,51 Upton Drive,31.05.2017 999 years from 01.01.2015,SF626209,
10,115,14.06.2017 125,47 Upton Drive,26.05.2017 999 years from 01.01.2015,SF626454,
10,116,04.07.2017 124,62 Upton Drive,30.06.2017 999 years from 01.01.2015,SF626984,
10,117,04.07.2017 139,120 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627031,
10,118,07.07.2017 126,48 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627138,
10,119,07.07.2017 126,106 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627165,
10,120,10.07.2017 134,122 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627204,
10,121,12.07.2017 135,77 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627265,
10,122,12.07.2017 136,10 Gilliver Close,16.06.2017 999 years from 01.01.2015,SF627297,
10,123,30.06.2017 128,108 Upton Drive,17.07.2017 999 years from 01.01.2015,SF627421,
10,124,18.07.2017 137,116 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627462,
10,125,21.07.2017 129 1 Janaury 2015,60 Upton Drive,30.06.2017 999 years from,SF627560,
10,126,24.07.2017 130 1 January 2015,100 Upton Drive,23.06.2017 999 years from,SF627595,
10,127,24.07.2017 131 1 January 2015,104 Upton Drive,30.06.2017 999 years from,SF627599,
10,128,24.07.2017 132 1 January 2015,94 Upton Drive,30.06.2017 999 years from,SF627625,
10,129,25.07.2017 133,98 Upton Drive,23.06.2017 999 years from 01.01.2015,SF627685,
10,130,26.07.2017 138,126 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627692,
10,131,26.07.2017 140,114 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627693,
10,132,26.07.2017 141,45 Upton Drive,30.06.2017 999 years from 01.01.2015,SF627708,
10,133,31.07.2017 142,65 Upton Drive,29.06.2017 999 years from 01.01.2015,SF627790,
10,134,10.08.2017 143,89 Upton Drive,28.07.2017 999 years from 01.01.2015,SF628161,
10,135,14.08.2017 144,118 Upton Drive,27.07.2017 999 years from 01.01.2015,SF628252,
10,136,15.08.2017 145,41 Upton Drive,28.07.2017 999 years from 01.01.2015,SF628290,
10,137,15.08.2017 146,87 Upton Drive,28.07.2017 999 years from 01.01.2015,SF628313,
10,138,06.09.2017 148,96 Upton Drive,31.08.2017 999 years from 01.01.2015,SF630574,
10,139,15.09.2017 149,102 Upton Drive,25.08.2017 999 years from 01.01.2015,SF629198,
10,140,19.09.2017 150,99 Upton Drive,15.09.2017 999 years from 01.01.2015,SF629274,
10,141,19.09.2017 151,43 Upton Drive,31.08.2017 999 years from 01.01.2015,SF629286,
10,142,03.10.2017 152,103 Upton Drive,25.08.2017 999 years from 01.01.2015,SF629691,
10,143,06.10.2017 153,11 Gilliver Close,31.08.2017 999 years from 01.01.2015,SF629814,
10,144,11.10.2017 159,91 Upton Drive,18.09.2017 999 years 01.01.2015,SF629919,
10,145,12.10.2017 155,49 Upton Drive,25.08.2017 999 years from 01.01.2015,SF629975,
10,146,13.10.2017 162,79 Upton Drive,29.09.2017 999 years from 01.01.2015,SF630012,
10,147,16.10.2017 156,85 Upton Drive,29.09.2017 999 years from 01.01.2015,SF630085,
10,148,17.10.2017 160,37 Upton Drive,25.09.2017 999 years from 01.01.2015,SF630118,
10,149,18.10.2017 157,110 Upton Drive,28.09.2017 999 years from 01.01.2015,SF630152,
10,150,20.10.2017 158,95 Upton Drive,29.09.2017 999 years from 01.01.2015,SF630233,
10,151,07.11.2017 161,112 Upton Drive,29.09.2017 999 years from 01.01.2015,SF630719,
10,152,08.11.2017 163,57 Upton Drive,29.09.2017 999 years from 01.01.2015,SF630791,
10,153,21.11.2017 165,93 Upton Drive,17.11.2017 999 years from 01.01.2015,SF631148,
10,154,12.12.2017 164,71 Upton Drive,29.09.2017 999 years from 01.01.2015,SF631716,
10,155,15.12.2017 166,59 Upton Drive,30.11.2017 999 years from 01.01.2015,SF631855,
10,156,05.01.2018 167,97 Upton Drive,31.08.2017 999 years from 01.01.2015,SF632372,
10,157,15.01.2018 168,12 Gilliver Close,25.08.2017 999 years from 01.01.2015,SF632679,
10,158,17.01.2018 169,101 Upton Drive,24.11.2017 999 years from 01.01.2015,SF632786,
10,159,17.01.2018 170,83 Upton Drive,30.11.2017 999 years from 01.01.2015,SF632788,
10,160,17.01.2018 171,81 Upton Drive,27.10.2017 999 years from 01.01.2015,SF632809,
10,161,31.01.2018 172,61 Upton Drive,26.01.2018 999 years from 01.01.2015,SF633297,
10,162,03.07.2018 173 (part of) and 174,220 Upton Drive (first and second floor) and parking spaces,29.06.2018 999 years from 1 January 2018,SF637848,
10,163,01.08.2018 173 (part of) and 175,218 Upton Drive (ground floor) and parking space,27.07.2018 999 years from 1 January 2018,SF638801,
10,164,03.08.2018 173 (part of) and 176,222 Upton Drive (second and first floor) and parking space,29.06.2018 999 years from 1 January 2018,SF638873,
11,1,16.09.1991 Edged & no'd 1 in blue,Unit 1,01.08.1991 25 years from 1.8.1991,WM538593,
11,2,03.03.2004 Edged & no'd 3 in blue,"Unit 7, Metro Triangle.",29.10.2001 6 years from 31.3.2001,,
11,3,06.04.2009 Edged and numbered 2 in blue,"Unit 6, Metro Triangle",20.03.2008 from 1.3.2008 to 28.2.2018,WM949137,
11,4,10.09.2015 Edged and numbered 8 in blue,Unit 10 Metro Triangle,30.04.2015 5 years from and including 30.4.2015 to and including 29.4.2020,,
11,5,21.09.2015 Edged and numbered 4 in blue (NSE),"Unit 4, Metro Triangle",17.09.2015 from and including 29/09/2015 to and including 28/09/2025,MM58541,['NOTE: The lease grants right to use car parking spaces for edged and numbered 5 in blue on title plan.']
12,1,14.12.2006 Edged and numbered 2 in blue,Land on the north side of Hailey Lane,25.09.2006 50 years from 25.09.2006,HD462528,
12,2,20.02.2008 Edged and numbered 3 in blue,Tennis Academy and parking spaces,31.01.2008 65 years from 10.12.2007,HD478961,
12,3,08.09.2014 Edged and numbered 1 in blue,Hertford Heath Nature Reserve,27.08.2014 15 years from 27.8.2014,HD537191,['NOTE: The lease comprises also other land.']
12,4,21.08.2015 Edged and numbered 4 in blue,An electricity substation,05.08.2015 99 years from 5/8/2015,HD546129,['NOTE: See entry in the Charges Register relating to the rights granted by this lease.']
13,1,15.09.2005,"1-17 Queensmead, The Lodge, Queensmead, Mancroft Court, Sheringham, Walsingham and Wymondham Court",17.04.1962 125 years from 25.12.1959,NGL719864,"['NOTE: The Lease dated 17 April 1962 referred to above was deemed to have been surrendered and regranted following the grant of a lease or leases under section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act with the effect provided for by paragraph 10 of Schedule 11 to that Act']"
13,2,29.01.2007,1 Mancroft (Ground Floor) and Garage 11 (Ground Floor),02.01.2007 From 2.1.2007 to 21.11.2174,NGL875439,['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform Housing and Urban Development Act 1993']
13,3,29.01.2007,6 Mancroft Court (Second Floor Flat) and Garage 106,02.01.2007 From 2.1.2007 to 21.11.2174,NGL875449,['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform Housing and Urban Development Act 1993']
13,4,29.01.2007,4 Mancroft Court (First Floor Flat),02.01.2007 From 2.01.2007 to 21.11.2174,NGL875443,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,5,29.01.2007,Flat 50 Walsingham (Fourth Floor Flat),16.01.2007 From 16.01.2007 to 21.11.2174,NGL875452,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,6,02.02.2007,Flat 43 Sheringham (Second Floor Flat),05.01.2007 From 5.01.2007 to 21.11.2174,NGL875697,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,7,02.02.2007 8 (part of),Flat 65 Sheringham (Seventh Floor Flat),05.01.2007 From 5.01.2007 to 21.11.2174,NGL875699,"['NOTE: The Lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,8,26.02.2007,49 Sheringham (Fourth Floor Flat),19.02.2007 From 19.2.2007 to 21.11.2174,NGL876745,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,9,02.03.2007,56 Sheringham (Fifth Floor Flat) and Garage 25,26.02.2007 From 26.02.2007 to 21.11.2174,NGL877052,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Develoment Act 1993']"
13,10,26.03.2007,Flat 7 Wymondham (First Floor Flat),26.02.2007 From 26.2.2007 until 21.11.2174,NGL878126,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,11,26.03.2007,Flat 50 Sheringham (Fourth Floor Flat),26.02.2007 From 26.2.2007 until 21.11.2174,NGL878133,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,12,23.03.2007,51 Sheringham (Fourth Floor Flat) and Garage 53,26.02.2007 From 26.2.2007 to 21.11.2174,NGL878081,"['NOTE: The lease was made under the provisions of section 56 or 92(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,13,23.03.2007 9 (part of),53 Walsingham (Fourth Floor Flat),19.02.2007 From 19.2.2007 to 21.11.2174,NGL878106,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,14,26.03.2007,8 Wymondham (First Floor Flat),"26.02.2007 From 26.2.2007 to 21.11.2174 the Leasehold Reform, Housing and Urban Devlopment Act 1993",NGL878134,['NOTE: Thelease was made under the provisions of section 56 or 93(4) of']
13,15,26.03.2007,14 Wymondham (Third Floor Flat) and Garage 20,26.02.2007 From 26.2.2007 to 21.11.2174,NGL878144,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,16,26.03.2007,50 Sheringham (Fourth Floor Flat),26.02.2007 From 26.2.2007 to 21.11.2174,NGL878133,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,17,26.03.2007,11 Wymondham (Second Floor Flat),26.02.2007 From 26.2.2007 to 21.11.2174,NGL871838,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,18,26.03.2007,54 Walsingham (Fifth Floor Flat) and Garage 66,26.02.2007 From 26.2.2007 to 21.11.2174,NGL878141,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,19,28.03.2007 9 (part of),38 Sheringham (First Floor Flat),08.03.2007 From 8.3.2007 to 21.11.2174,NGL878265,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Devlopment Act 1993']"
13,20,28.03.2007,32 Sheringham (Seventh Floor Flat) and Garages 44 and 114,26.02.2007 From 26.2.2007 to 21.11.2174,NGL878247,"['NOTE: The lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,21,28.03.2007,44 Sheringham (Third Floor Flat) and Gargages 23 and 37,08.03.2007 From 8.3.2007 to 21.11.2174,NGL878288,"['NOTE: The Lease was made under the provisions of section 56 or 93(4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
13,22,10.04.2007,9 Walsingham (second Floor Flat),21.03.2007 From 21.3.2007 to 21.11.2174,NGL878674,"['NOTE: The lease was made under the provisions of section 56 or 93 (4) of the Leasehold Reform, Housing and Urban Development Act 1993']"
